Fighter,Peak Elo,Year Achieved,UFC Record,Avg. Opp. Elo
Jay Silva,100.000,Never achieved,0-2-0,112.722
Steve Steinbeiss,100.000,Never achieved,0-2-0,76.834
Danillo Villefort,100.000,Never achieved,0-1-0,100.000
Edgar Garcia,100.000,Never achieved,0-4-0,95.839
Frank Lester,100.000,Never achieved,0-1-0,100.000
Cameron Dollar,100.000,Never achieved,0-1-0,68.025
Xavier Foupa-Pokam,100.000,Never achieved,0-2-0,84.150
Jesse Sanders,100.000,Never achieved,0-1-0,100.736
Nissen Osterneck,100.000,Never achieved,0-1-0,88.472
Tim McKenzie,100.000,Never achieved,0-1-0,100.000
Ryan Madigan,100.000,Never achieved,0-1-0,100.696
Brian Cobb,100.000,Never achieved,0-1-0,101.085
Neil Grove,100.000,Never achieved,0-1-0,100.000
Denis Stojnic,100.000,Never achieved,0-2-0,108.742
Derek Downey,100.000,Never achieved,0-1-0,100.000
Tom Egan,100.000,Never achieved,0-1-0,100.000
Alexandre Barros,100.000,Never achieved,0-1-0,143.222
Ivan Serati,100.000,Never achieved,0-1-0,84.739
Mostapha Al-Turk,100.000,Never achieved,0-3-0,113.876
Mike Wessel,100.000,Never achieved,0-1-0,118.948
Phillipe Nover,100.000,Never achieved,1-6-0,109.087
Vinny Magalhaes,100.000,Never achieved,1-4-0,120.760
David Kaplan,100.000,Never achieved,0-2-0,92.000
Shane Primm,100.000,Never achieved,0-1-0,100.000
Jules Bruchez,100.000,Never achieved,0-1-0,100.000
George Roop,100.000,Never achieved,5-8-0,107.038
John Polakowski,100.000,Never achieved,0-1-0,100.000
Razak Al-Hassan,100.000,Never achieved,0-2-0,92.000
Brandon Wolff,100.000,Never achieved,0-2-0,117.468
Josh Hendricks,100.000,Never achieved,0-1-0,142.810
Matt Horwich,100.000,Never achieved,0-2-0,101.206
Neil Wain,100.000,Never achieved,0-1-0,116.768
David Baron,100.000,Never achieved,0-1-0,100.000
Joe Vedepo,100.000,Never achieved,0-2-0,92.054
Michael Patt,100.000,Never achieved,0-2-0,113.330
Dan Evensen,100.000,Never achieved,0-2-0,111.750
Andre Gusmao,100.000,Never achieved,0-2-0,115.632
Steve Bruno,100.000,Never achieved,1-2-0,96.222
Ryan Thomas,100.000,Never achieved,0-2-0,108.335
Reese Andy,100.000,Never achieved,0-2-0,124.019
Jesse Taylor,100.000,Never achieved,1-1-0,77.039
Cale Yarbrough,100.000,Never achieved,0-1-0,100.000
Brodie Farber,100.000,Never achieved,0-2-0,96.177
Johnny Rees,100.000,Never achieved,0-2-0,91.739
James Giboo,100.000,Never achieved,0-1-0,100.000
Dante Rivera,100.000,Never achieved,0-1-0,100.000
Antonio Mendes,100.000,Never achieved,0-2-0,124.520
Brad Morris,100.000,Never achieved,0-2-0,100.000
Ryan Roberts,100.000,Never achieved,0-1-0,99.265
Samy Schiavo,100.000,Never achieved,0-2-0,85.717
Rob Yundt,100.000,Never achieved,0-2-0,92.601
Kyle Bradley,100.000,Never achieved,1-3-0,90.047
James Lee,100.000,Never achieved,0-1-0,82.746
Per Eklund,100.000,Never achieved,1-2-0,90.005
Tommy Speer,100.000,Never achieved,0-2-0,98.619
Jared Rollins,100.000,Never achieved,0-1-0,100.000
Billy Miles,100.000,Never achieved,0-1-0,100.000
Dan Barrera,100.000,Never achieved,0-1-0,100.000
Richie Hightower,100.000,Never achieved,0-1-0,100.000
John Kolosci,100.000,Never achieved,0-1-0,100.000
Dorian Price,100.000,Never achieved,0-1-0,100.000
Paul Georgieff,100.000,Never achieved,0-1-0,86.162
Jason Reinhardt,100.000,Never achieved,0-3-0,106.386
Kazuhiro Nakamura,100.000,Never achieved,0-2-0,109.401
Scott Junk,100.000,Never achieved,0-1-0,100.713
Michihiro Omigawa,100.000,Never achieved,1-6-0,95.955
Joe Veres,100.000,Never achieved,0-2-0,100.000
Alberto Crane,100.000,Never achieved,0-2-0,130.999
Ryan Jensen,100.000,Never achieved,2-6-0,101.176
Floyd Sword,100.000,Never achieved,0-1-0,100.683
Doug Evans,100.000,Never achieved,0-2-0,115.299
Brandon Melendez,100.000,Never achieved,0-1-0,120.082
Andy Wang,100.000,Never achieved,0-1-0,100.000
Allen Berube,100.000,Never achieved,0-1-0,85.436
Brian Geraghty,100.000,Never achieved,0-1-0,84.604
Jason Tan,100.000,Never achieved,0-2-0,109.042
Colin Robinson,100.000,Never achieved,0-2-0,92.480
Stevie Lynch,100.000,Never achieved,0-1-0,116.000
Jordan Radev,100.000,Never achieved,0-2-0,108.248
Jason Black,100.000,Never achieved,0-2-0,100.000
Jeff Cox,100.000,Never achieved,0-2-0,100.641
Luke Caudillo,100.000,Never achieved,0-2-0,83.652
Edilberto de Oliveira,100.000,Never achieved,0-2-0,100.653
Seth Petruzelli,100.000,Never achieved,0-3-0,95.338
Naoyuki Kotani,100.000,Never achieved,0-5-0,106.183
Rex Holman,100.000,Never achieved,0-1-0,116.000
Jason Gilliam,100.000,Never achieved,0-2-0,66.616
John Halverson,100.000,Never achieved,0-2-0,107.325
Diego Saraiva,100.000,Never achieved,0-3-0,95.457
Sean Salmon,100.000,Never achieved,0-2-0,124.691
Chad Reiner,100.000,Never achieved,0-2-0,115.743
Chris Price,100.000,Never achieved,0-1-0,84.000
Jeff Joslin,100.000,Never achieved,0-1-0,158.432
Victor Valimaki,100.000,Never achieved,0-2-0,98.835
Keita Nakamura,100.000,Never achieved,4-7-0,106.743
Steve Byrnes,100.000,Never achieved,0-1-0,100.000
Dokonjonosuke Mishima,100.000,Never achieved,0-2-0,117.361
Sherman Pendergarst,100.000,Never achieved,0-1-0,100.000
Hector Ramirez,100.000,Never achieved,0-2-0,107.332
Josh Shockman,100.000,Never achieved,0-1-0,116.000
Dan Lauzon,100.000,Never achieved,0-3-0,124.571
Justin James,100.000,Never achieved,0-1-0,100.000
Gabe Ruediger,100.000,Never achieved,0-3-0,109.466
Jason Dent,100.000,Never achieved,1-3-0,107.766
Mario Neto,100.000,Never achieved,0-1-0,100.000
David Lee,100.000,Never achieved,0-2-0,91.635
Cory Walmsley,100.000,Never achieved,0-1-0,100.000
Yuki Sasaki,100.000,Never achieved,0-1-0,116.654
Crafton Wallace,100.000,Never achieved,0-1-0,100.000
Kristof Midoux,100.000,Never achieved,0-1-0,100.000
Pat Healy,100.000,Never achieved,0-5-0,148.066
Joe Jordan,100.000,Never achieved,0-1-0,100.323
Kristian Rothaermel,100.000,Never achieved,0-1-0,84.000
Josh Haynes,100.000,Never achieved,0-2-0,92.685
Ross Pointon,100.000,Never achieved,0-2-0,84.099
Danny Abbadi,100.000,Never achieved,0-2-0,92.434
Solomon Hutcherson,100.000,Never achieved,0-1-0,86.644
Jesse Forbes,100.000,Never achieved,0-3-0,81.191
Wes Combs,100.000,Never achieved,0-2-0,92.337
Rick Davis,100.000,Never achieved,0-1-0,98.498
Justin Levens,100.000,Never achieved,0-2-0,135.135
Derrick Noble,100.000,Never achieved,0-1-0,100.736
Steve Vigneault,100.000,Never achieved,0-1-0,130.529
Icho Larenas,100.000,Never achieved,0-1-0,100.000
Gilbert Aldana,100.000,Never achieved,0-2-0,108.788
Mike Whitehead,100.000,Never achieved,0-1-0,116.000
Assuerio Silva,100.000,Never achieved,0-3-0,125.432
Jeff Newton,100.000,Never achieved,0-1-0,98.530
Ansar Chalangov,100.000,Never achieved,0-2-0,99.317
Keith Wisniewski,100.000,Never achieved,0-4-0,94.364
Brad Imes,100.000,Never achieved,0-3-0,95.145
Kit Cope,100.000,Never achieved,0-1-0,101.470
Sammy Morgan,100.000,Never achieved,0-2-0,100.000
Kerry Schall,100.000,Never achieved,0-1-0,100.000
Sean Gannon,100.000,Never achieved,0-1-0,100.000
Keigo Kunihara,100.000,Never achieved,0-1-0,100.000
Ron Faircloth,100.000,Never achieved,0-0-0,100.000
Fabiano Scherner,100.000,Never achieved,0-2-0,107.650
Brian Gassaway,100.000,Never achieved,0-1-0,116.000
Bill Mahood,100.000,Never achieved,0-1-0,116.000
Kevin Jordan,100.000,Never achieved,0-2-0,108.384
Jason Miller,100.000,Never achieved,0-3-0,144.129
John Marsh,100.000,Never achieved,0-1-0,116.000
Bobby Southworth,100.000,Never achieved,0-1-0,100.000
Jason Thacker,100.000,Never achieved,0-1-0,100.000
Chris Sanford,100.000,Never achieved,0-1-0,100.000
Lodune Sincaid,100.000,Never achieved,0-1-0,100.000
Alex Schoenauer,100.000,Never achieved,0-1-0,100.000
Josh Rafferty,100.000,Never achieved,0-1-0,100.000
Gideon Ray,100.000,Never achieved,0-3-0,99.988
Ronald Jhun,100.000,Never achieved,0-1-0,85.248
Jay Hieron,100.000,Never achieved,0-4-0,120.686
Wade Shipp,100.000,Never achieved,0-1-0,100.000
Mike Brown,100.000,Never achieved,2-4-0,110.214
Jeff Curran,100.000,Never achieved,0-3-0,95.250
Chris Liguori,100.000,Never achieved,0-1-0,83.120
Nick Agallar,100.000,Never achieved,0-1-0,117.687
Edwin DeWees,100.000,Never achieved,0-3-0,112.266
Gerald Strebendt,100.000,Never achieved,0-1-0,100.000
Jeremy Jackson,100.000,Never achieved,0-2-0,100.411
Marvin Eastman,100.000,Never achieved,1-4-0,106.725
Vernon White,100.000,Never achieved,0-1-1,158.535
Wes Sims,100.000,Never achieved,0-3-0,125.312
Eddie Ruiz,100.000,Never achieved,0-1-0,101.768
Romie Aram,100.000,Never achieved,0-1-0,100.000
Sean Alvarez,100.000,Never achieved,0-1-0,84.000
Richard Crunkilton,100.000,Never achieved,0-1-0,100.000
Travis Wiuff,100.000,Never achieved,0-2-0,103.508
Leigh Remedios,100.000,Never achieved,0-1-0,100.000
James Zikic,100.000,Never achieved,0-1-0,100.000
Chris Haseman,100.000,Never achieved,0-1-0,159.540
Nick Serra,100.000,Never achieved,0-1-0,100.000
Zach Light,100.000,Never achieved,0-1-0,100.000
Rodrigo Ruas,100.000,Never achieved,0-1-0,100.000
Joao Pierini,100.000,Never achieved,0-1-0,67.594
Paul Creighton,100.000,Never achieved,0-1-0,131.380
Aaron Riley,100.000,Never achieved,3-6-0,108.609
Hayato Sakurai,100.000,Never achieved,0-1-0,129.525
Kelly Dullanty,100.000,Never achieved,0-1-0,102.106
Amar Suloev,100.000,Never achieved,0-2-0,130.781
Keith Rockel,100.000,Never achieved,1-1-0,90.438
Homer Moore,100.000,Never achieved,0-1-0,130.858
Paul Rodriguez,100.000,Never achieved,0-1-0,116.000
Joey Gilbert,100.000,Never achieved,0-1-0,100.000
Steve Berger,100.000,Never achieved,0-2-0,105.333
Phil Johns,100.000,Never achieved,0-1-0,105.136
Mark Robinson,100.000,Never achieved,0-0-0,85.002
Curtis Stout,100.000,Never achieved,0-2-0,100.000
Aaron Brink,100.000,Never achieved,0-1-0,100.000
Alex Stiebling,100.000,Never achieved,0-1-0,100.000
Bobby Hoffman,100.000,Never achieved,0-2-0,113.558
Alexandre Dantas,100.000,Never achieved,0-2-0,101.761
CJ Fernandes,100.000,Never achieved,0-0-1,84.000
John Alessio,100.000,Never achieved,0-4-0,132.419
Alex Andrade,100.000,Never achieved,0-1-0,86.197
Marcelo Aguiar,100.000,Never achieved,0-1-0,115.298
Joao Roque,100.000,Never achieved,0-1-0,117.876
Nate Schroeder,100.000,Never achieved,0-1-0,84.000
Adrian Serrano,100.000,Never achieved,0-1-0,116.000
Satoshi Honma,100.000,Never achieved,0-1-0,100.121
Koji Oishi,100.000,Never achieved,0-2-0,138.341
Jermaine Andre,100.000,Never achieved,0-1-0,100.000
Tiki Ghosn,100.000,Never achieved,0-4-0,100.110
David Velasquez,100.000,Never achieved,0-1-0,101.967
Brad Gumm,100.000,Never achieved,0-1-1,100.000
Keiichiro Yamamiya,100.000,Never achieved,0-1-0,115.264
Masutatsu Yano,100.000,Never achieved,0-1-0,100.000
Steve Judson,100.000,Never achieved,0-2-0,91.632
Lowell Anderson,100.000,Never achieved,0-1-0,100.000
Alfonso Alcarez,100.000,Never achieved,0-0-1,100.000
Andre Pederneiras,100.000,Never achieved,0-1-0,161.100
Daiju Takase,100.000,Never achieved,0-3-0,92.803
Flavio Luiz Moura,100.000,Never achieved,0-1-0,100.000
Tim Lajcik,100.000,Never achieved,0-2-1,104.524
David Dodd,100.000,Never achieved,0-2-0,92.439
Tony Petarra,100.000,Never achieved,0-1-0,86.169
David Roberts,100.000,Never achieved,0-1-0,100.000
Chris Condo,100.000,Never achieved,0-1-0,100.000
Valeri Ignatov,100.000,Never achieved,0-2-0,108.000
Jason Godsey,100.000,Never achieved,0-2-0,104.024
Joey Roberts,100.000,Never achieved,0-1-0,100.000
Jorge Patino,100.000,Never achieved,0-1-0,147.264
Darrel Gholar,100.000,Never achieved,0-1-0,100.000
Frank Caracci,100.000,Never achieved,0-1-0,116.000
John Lober,100.000,Never achieved,0-1-0,147.166
Adriano Santos,100.000,Never achieved,0-1-0,100.000
Paulo Santos,100.000,Never achieved,0-1-0,100.000
Hugo Duarte,100.000,Never achieved,0-1-0,117.962
Joe Pardo,100.000,Never achieved,0-1-0,100.000
Bob Gilstrap,100.000,Never achieved,0-1-0,100.000
Allan Goes,100.000,Never achieved,0-1-0,100.000
Noe Hernandez,100.000,Never achieved,0-1-0,100.000
Igor Zinoviev,100.000,Never achieved,0-1-0,117.470
Townsend Saunders,100.000,Never achieved,0-2-0,100.368
Eugenio Tadeu,100.000,Never achieved,0-1-0,100.000
Courtney Turner,100.000,Never achieved,0-1-0,100.000
Josh Stuart,100.000,Never achieved,0-1-0,100.000
Marcus Silveira,100.000,Never achieved,0-1-0,100.000
Yoji Anjo,100.000,Never achieved,0-3-0,100.686
Carlos Barreto,100.000,Never achieved,0-1-0,86.356
Greg Stott,100.000,Never achieved,0-1-0,131.278
Houston Dorr,100.000,Never achieved,0-1-0,100.000
Harry Moskowitz,100.000,Never achieved,0-2-0,107.615
Todd Butler,100.000,Never achieved,0-1-0,100.000
Yuri Vaulin,100.000,Never achieved,0-1-0,84.070
Donnie Chappell,100.000,Never achieved,0-1-0,100.000
Tony Halme,100.000,Never achieved,0-1-0,100.000
Dmitri Stepanov,100.000,Never achieved,0-1-0,100.000
Royce Alger,100.000,Never achieved,0-2-0,100.000
Saeed Hosseini,100.000,Never achieved,0-1-0,83.264
Wes Albritton,100.000,Never achieved,0-1-0,100.000
Jim Mullen,100.000,Never achieved,0-1-0,118.266
Wallid Ismail,100.000,Never achieved,0-1-0,100.000
Rainy Martinez,100.000,Never achieved,0-1-0,116.000
Eric Martin,100.000,Never achieved,0-1-0,100.000
Jackie Lee,100.000,Never achieved,0-1-0,100.000
Fabio Gurgel,100.000,Never achieved,0-1-0,100.000
Reza Nasri,100.000,Never achieved,0-1-0,102.752
Julian Sanchez,100.000,Never achieved,0-1-0,150.598
Dave Berry,100.000,Never achieved,0-1-0,100.000
Sam Fulton,100.000,Never achieved,0-2-0,92.000
John Campetella,100.000,Never achieved,0-1-0,99.264
Moti Horenstein,100.000,Never achieved,0-2-0,100.000
Scott Fiedler,100.000,Never achieved,0-1-0,100.000
Dieusel Berto,100.000,Never achieved,0-1-0,84.736
Koji Kitao,100.000,Never achieved,0-1-0,115.233
Matt Andersen,100.000,Never achieved,0-1-0,100.000
Paul Herrera,100.000,Never achieved,0-1-0,100.000
Thomas Ramirez,100.000,Never achieved,0-1-0,100.000
Keith Mielke,100.000,Never achieved,0-1-0,100.000
Ryan Parker,100.000,Never achieved,0-1-0,118.034
Gerry Harris,100.000,Never achieved,0-1-0,100.000
David Hood,100.000,Never achieved,0-1-0,100.000
Francesco Maturi,100.000,Never achieved,0-1-0,100.000
Rudyard Moncayo,100.000,Never achieved,0-1-0,120.645
Cal Worsham,100.000,Never achieved,1-2-0,100.174
John Matua,100.000,Never achieved,0-1-0,100.000
He-Man Gipson,100.000,Never achieved,0-1-0,84.000
Jack McGlaughlin,100.000,Never achieved,0-1-0,100.000
Ernie Verdicia,100.000,Never achieved,0-1-0,100.000
Larry Cureton,100.000,Never achieved,0-2-0,100.000
Andy Anderson,100.000,Never achieved,0-1-0,100.000
John Dowdy,100.000,Never achieved,0-1-0,116.000
Asbel Cancio,100.000,Never achieved,0-1-0,100.000
Melton Bowen,100.000,Never achieved,0-1-0,116.736
Joe Son,100.000,Never achieved,0-1-0,116.000
Ron van Clief,100.000,Never achieved,0-1-0,215.154
Jason Fairn,100.000,Never achieved,0-1-0,100.000
Eldo Xavier Dias,100.000,Never achieved,0-1-0,100.000
Felix Lee Mitchell,100.000,Never achieved,0-3-0,110.656
Kimo Leopoldo,100.000,Never achieved,2-4-0,136.126
Roland Payne,100.000,Never achieved,0-1-0,100.000
Christophe Leninger,100.000,Never achieved,0-2-0,115.632
Emmanuel Yarborough,100.000,Never achieved,0-1-0,100.000
Fred Ettish,100.000,Never achieved,0-1-0,116.000
Minoki Ichihara,100.000,Never achieved,0-1-0,148.000
Scott Baker,100.000,Never achieved,0-1-0,116.000
Alberta Cerra Leon,100.000,Never achieved,0-1-0,100.000
Robert Lucarelli,100.000,Never achieved,0-1-0,100.000
Thaddeus Luster,100.000,Never achieved,0-1-0,100.000
David Levicki,100.000,Never achieved,0-1-0,100.000
Ray Wizard,100.000,Never achieved,0-1-0,84.000
Sean Daugherty,100.000,Never achieved,0-1-0,100.000
Trent Jenkins,100.000,Never achieved,0-2-0,99.984
Art Jimmerson,100.000,Never achieved,0-1-0,100.000
Zane Frazier,100.000,Never achieved,0-2-0,92.000
Taylor Wily,100.000,Never achieved,0-1-0,100.000
